"source","error"
"Does Proactive Personality Matter in Leadership Transitions_ Effects of Proactive Personality on New Leader Identification and Responses to New Leaders and their Change Agendas",FALSE
"Does Proactive Personality Matter in Leadership Transitions_ Effects of Proactive Personality on New Leader Identification and Responses to New Leaders and their Change Agendas",TRUE
"Does Proactive Personality Matter in Leadership Transitions_ Effects of Proactive Personality on New Leader Identification and Responses to New Leaders and their Change Agendas",FALSE
"Does Proactive Personality Matter in Leadership Transitions_ Effects of Proactive Personality on New Leader Identification and Responses to New Leaders and their Change Agendas",FALSE
"Economic Downturns Undermine Workplace Helping by Promoting a Zero-Sum Construal of Success",FALSE
"Effects of Employees’ Positive Affective Displays on Customer Loyalty Intentions_ An Emotions-as-Social-Information Perspective",FALSE
"Effects of Employees’ Positive Affective Displays on Customer Loyalty Intentions_ An Emotions-as-Social-Information Perspective",FALSE
"Effects of Employees’ Positive Affective Displays on Customer Loyalty Intentions_ An Emotions-as-Social-Information Perspective",FALSE
"Effects of Employees’ Positive Affective Displays on Customer Loyalty Intentions_ An Emotions-as-Social-Information Perspective",FALSE
"Employees' Goal Orientations, the Quality of Leader-Member Exchange, and the Outcomes of Job Performance and Job Satisfaction _ Academy of Management Journal",FALSE
"Employees' Goal Orientations, the Quality of Leader-Member Exchange, and the Outcomes of Job Performance and Job Satisfaction _ Academy of Management Journal",FALSE
"Employees' Goal Orientations, the Quality of Leader-Member Exchange, and the Outcomes of Job Performance and Job Satisfaction _ Academy of Management Journal",FALSE
"Employees' Goal Orientations, the Quality of Leader-Member Exchange, and the Outcomes of Job Performance and Job Satisfaction _ Academy of Management Journal",TRUE
"Employees' Goal Orientations, the Quality of Leader-Member Exchange, and the Outcomes of Job Performance and Job Satisfaction _ Academy of Management Journal",FALSE
"Employees' Goal Orientations, the Quality of Leader-Member Exchange, and the Outcomes of Job Performance and Job Satisfaction _ Academy of Management Journal",FALSE
"Empowered to Perform_ A Multilevel Investigation of the Influence of Empowerment on Performance in Hospital Units",FALSE
"Empowered to Perform_ A Multilevel Investigation of the Influence of Empowerment on Performance in Hospital Units",FALSE
"Empowered to Perform_ A Multilevel Investigation of the Influence of Empowerment on Performance in Hospital Units",FALSE
"Engaged and Productive Misfits_ How Job Crafting and Leisure Activity Mitigate the Negative Effects of Value Incongruence",FALSE
"Engaged and Productive Misfits_ How Job Crafting and Leisure Activity Mitigate the Negative Effects of Value Incongruence",FALSE
"Engaged and Productive Misfits_ How Job Crafting and Leisure Activity Mitigate the Negative Effects of Value Incongruence",FALSE
"Engaged and Productive Misfits_ How Job Crafting and Leisure Activity Mitigate the Negative Effects of Value Incongruence",FALSE
"Engaged and Productive Misfits_ How Job Crafting and Leisure Activity Mitigate the Negative Effects of Value Incongruence",FALSE
"Engaged and Productive Misfits_ How Job Crafting and Leisure Activity Mitigate the Negative Effects of Value Incongruence",FALSE
"Entrepreneurial Imaginativeness in New Venture Ideation _ Academy of Management Journal",FALSE
"Evaluating Novelty_ The Role of Panels in the Selection of R&D Projects",FALSE
"Evaluating Novelty_ The Role of Panels in the Selection of R&D Projects",FALSE
"Evaluating Novelty_ The Role of Panels in the Selection of R&D Projects",TRUE
"Evaluating Novelty_ The Role of Panels in the Selection of R&D Projects",FALSE
"Evaluating Novelty_ The Role of Panels in the Selection of R&D Projects",TRUE
"Facing Differences With an Open Mind_ Openness to Experience, Salience of Intragroup Differences, and Performance of Diverse Work Groups",TRUE
"Facing Differences With an Open Mind_ Openness to Experience, Salience of Intragroup Differences, and Performance of Diverse Work Groups",TRUE
"Friends and Foes_ The Dynamics of Dual Social Structures",FALSE
"Friends and Foes_ The Dynamics of Dual Social Structures",FALSE
"Friends and Foes_ The Dynamics of Dual Social Structures",FALSE
"Friends and Foes_ The Dynamics of Dual Social Structures",FALSE
"Friends and Foes_ The Dynamics of Dual Social Structures",FALSE
"Friends and Foes_ The Dynamics of Dual Social Structures",FALSE
"From Good Soldiers to Psychologically Entitled_ Examining When and Why Citizenship Behavior Leads to Deviance",FALSE
"From Good Soldiers to Psychologically Entitled_ Examining When and Why Citizenship Behavior Leads to Deviance",FALSE
"From Good Soldiers to Psychologically Entitled_ Examining When and Why Citizenship Behavior Leads to Deviance",FALSE
"From Good Soldiers to Psychologically Entitled_ Examining When and Why Citizenship Behavior Leads to Deviance",FALSE
"From Good Soldiers to Psychologically Entitled_ Examining When and Why Citizenship Behavior Leads to Deviance",FALSE
"Gender, Brokerage, and Performance_ A Construal Approach _ Academy of Management Journal",FALSE
"Gender, Brokerage, and Performance_ A Construal Approach _ Academy of Management Journal",FALSE
"Gender, Brokerage, and Performance_ A Construal Approach _ Academy of Management Journal",FALSE
"Gender, Brokerage, and Performance_ A Construal Approach _ Academy of Management Journal",FALSE
"Gender, Brokerage, and Performance_ A Construal Approach _ Academy of Management Journal",FALSE
"Gender, Brokerage, and Performance_ A Construal Approach _ Academy of Management Journal",FALSE
"Giving Commitment_ Employee Support Programs and The Prosocial Sensemaking Process",FALSE
"Going for it on Fourth Down_ Rivalry Increases Risk Taking, Physiological Arousal, and Promotion Focus _ Academy of Management Journal",FALSE
"Going for it on Fourth Down_ Rivalry Increases Risk Taking, Physiological Arousal, and Promotion Focus _ Academy of Management Journal",FALSE
"Going for it on Fourth Down_ Rivalry Increases Risk Taking, Physiological Arousal, and Promotion Focus _ Academy of Management Journal",FALSE
"Going for it on Fourth Down_ Rivalry Increases Risk Taking, Physiological Arousal, and Promotion Focus _ Academy of Management Journal",TRUE
"Going for it on Fourth Down_ Rivalry Increases Risk Taking, Physiological Arousal, and Promotion Focus _ Academy of Management Journal",FALSE
"Heavy Is the Head that Wears the Crown_ An Actor-centric Approach to Daily Psychological Power, Abusive Leader Behavior, and Perceived Incivility _ Academy of Management Journal",FALSE
"Horizontal and Vertical Relationships in Developing Economies_ Implications for SMEs' Access to Global Markets",FALSE
"Horizontal and Vertical Relationships in Developing Economies_ Implications for SMEs' Access to Global Markets",FALSE
"Horizontal and Vertical Relationships in Developing Economies_ Implications for SMEs' Access to Global Markets",FALSE
"Horizontal and Vertical Relationships in Developing Economies_ Implications for SMEs' Access to Global Markets",FALSE
"Horizontal and Vertical Relationships in Developing Economies_ Implications for SMEs' Access to Global Markets",FALSE
"Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict",FALSE
"Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict",FALSE
"Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict",FALSE
"Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict",FALSE
"Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict",FALSE
"Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict",FALSE
"Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict",FALSE
"Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict",FALSE
"Hot Buttons and Time Sinks_ The Effects of Electronic Communication During Nonwork Time on Emotions and Work-Nonwork Conflict",FALSE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",FALSE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",FALSE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",TRUE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",FALSE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",FALSE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",FALSE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",TRUE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",TRUE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",FALSE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",FALSE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",FALSE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",FALSE
"How Can Leaders Overcome the Blurry Vision Bias_ Identifying an Antidote to the Paradox of Vision Communication _ Academy of Management Journal",FALSE
"How Does Human Resource Management Influence Organizational Outcomes_ A Meta-analytic Investigation of Mediating Mechanisms",FALSE
"How Does Human Resource Management Influence Organizational Outcomes_ A Meta-analytic Investigation of Mediating Mechanisms",FALSE
"How Does Human Resource Management Influence Organizational Outcomes_ A Meta-analytic Investigation of Mediating Mechanisms",FALSE
"How Does Human Resource Management Influence Organizational Outcomes_ A Meta-analytic Investigation of Mediating Mechanisms",FALSE
"How Does Trust Affect the Performance of Ongoing Teams_ The Mediating Role of Reflexivity, Monitoring, and Effort",TRUE
"How Does Trust Affect the Performance of Ongoing Teams_ The Mediating Role of Reflexivity, Monitoring, and Effort",TRUE
"Ideology and the Micro-foundations of CSR_ Why Executives Believe in the Business Case for CSR and how this Affects their CSR Engagements",FALSE
"Ideology and the Micro-foundations of CSR_ Why Executives Believe in the Business Case for CSR and how this Affects their CSR Engagements",FALSE
"Ideology and the Micro-foundations of CSR_ Why Executives Believe in the Business Case for CSR and how this Affects their CSR Engagements",FALSE
"Ideology and the Micro-foundations of CSR_ Why Executives Believe in the Business Case for CSR and how this Affects their CSR Engagements",FALSE
"Ideology and the Micro-foundations of CSR_ Why Executives Believe in the Business Case for CSR and how this Affects their CSR Engagements",FALSE
"Individual Power Distance Orientation and Follower Reactions to Transformational Leaders_ A Cross-Level, Cross-Cultural Examination",FALSE
"Individual Power Distance Orientation and Follower Reactions to Transformational Leaders_ A Cross-Level, Cross-Cultural Examination",FALSE
"Individual Power Distance Orientation and Follower Reactions to Transformational Leaders_ A Cross-Level, Cross-Cultural Examination",FALSE
"Influencing the Influencers_ Diversification, Semantic Strategies, and Creativity Evaluations _ Academy of Management Journal",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",TRUE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Inherently Relational_ Interactions between Peers’ and Individuals’ Personalities Impact Reward Giving and Appraisal of Individual Performance",FALSE
"Innovative Behavior in the Workplace_ The Role of Performance and Image Outcome Expectations",FALSE
"Innovative Behavior in the Workplace_ The Role of Performance and Image Outcome Expectations",FALSE
"Interpersonal Trust within Negotiations_ Meta-Analytic Evidence, Critical Contingencies, and Directions for Future Research",FALSE
"Interpersonal Trust within Negotiations_ Meta-Analytic Evidence, Critical Contingencies, and Directions for Future Research",FALSE
"Interpersonal Trust within Negotiations_ Meta-Analytic Evidence, Critical Contingencies, and Directions for Future Research",FALSE
"Interpersonal Trust within Negotiations_ Meta-Analytic Evidence, Critical Contingencies, and Directions for Future Research",FALSE
"Introducing Team Mindfulness and Considering its Safeguard Role Against Conflict Transformation and Social Undermining",TRUE
"Introducing Team Mindfulness and Considering its Safeguard Role Against Conflict Transformation and Social Undermining",TRUE
"Is Consistently Unfair Better than Sporadically Fair_ An Investigation of Justice Variability and Stress",FALSE
"Is Love All You Need_ The Effects of Emotional Culture, Suppression, and Work–family Conflict on Firefighter Risk-Taking and Health",FALSE
"Is Love All You Need_ The Effects of Emotional Culture, Suppression, and Work–family Conflict on Firefighter Risk-Taking and Health",TRUE
"Is Love All You Need_ The Effects of Emotional Culture, Suppression, and Work–family Conflict on Firefighter Risk-Taking and Health",TRUE
"Isolating Trust Outcomes from Exchange Relationships_ Social Exchange and Learning Benefits of Prior Ties in Alliances",FALSE
"Job Titles as Identity Badges_ How Self-Reflective Titles Can Reduce Emotional Exhaustion",TRUE
"Job Titles as Identity Badges_ How Self-Reflective Titles Can Reduce Emotional Exhaustion",FALSE
"Job Titles as Identity Badges_ How Self-Reflective Titles Can Reduce Emotional Exhaustion",TRUE
"Job Titles as Identity Badges_ How Self-Reflective Titles Can Reduce Emotional Exhaustion",FALSE
"Job Titles as Identity Badges_ How Self-Reflective Titles Can Reduce Emotional Exhaustion",FALSE
"Job Titles as Identity Badges_ How Self-Reflective Titles Can Reduce Emotional Exhaustion",FALSE
"Knowledge Inheritance in Global Industries_ The Impact of Parent Firm Knowledge on the Performance of Foreign Subsidiaries",FALSE
"Leadership Behavior and Employee Voice_ Is the Door Really Open_",FALSE
"Leadership Behavior and Employee Voice_ Is the Door Really Open_",TRUE
"Leading with Meaning_ Beneficiary Contact, Prosocial Impact, and the Performance Effects of Transformational Leadership",FALSE
"Learning and Performance in Multidisciplinary Teams_ The Importance of Collective Team Identification _ Academy of Management Journal",FALSE
"Learning and Performance in Multidisciplinary Teams_ The Importance of Collective Team Identification _ Academy of Management Journal",FALSE
"Looking Backward Instead of Forward_ Aspiration-Driven Influences on the Efficiency of the Capital Allocation Process",FALSE
"Lunch Breaks Unpacked_ The Role of Autonomy as a Moderator of Recovery during Lunch",FALSE
"Making a Difference in the Teamwork_ Linking Team Prosocial Motivation to Team Processes and Effectiveness",FALSE
"Making a Difference in the Teamwork_ Linking Team Prosocial Motivation to Team Processes and Effectiveness",FALSE
"Making a Difference in the Teamwork_ Linking Team Prosocial Motivation to Team Processes and Effectiveness",FALSE
"Making a Difference in the Teamwork_ Linking Team Prosocial Motivation to Team Processes and Effectiveness",FALSE
"Making a Difference in the Teamwork_ Linking Team Prosocial Motivation to Team Processes and Effectiveness",FALSE
"Making a Difference in the Teamwork_ Linking Team Prosocial Motivation to Team Processes and Effectiveness",FALSE
"Making a Difference in the Teamwork_ Linking Team Prosocial Motivation to Team Processes and Effectiveness",FALSE
"Managers and Analysts_ An Examination of Mutual Influence",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",TRUE
"Managing to Stay in the Dark_ Managerial Self-Efficacy, Ego Defensiveness, and the Aversion to Employee Voice",FALSE
"Moral Symbols_ A Necklace of Garlic against Unethical Requests",FALSE
"Moral Symbols_ A Necklace of Garlic against Unethical Requests",FALSE
"Moral Symbols_ A Necklace of Garlic against Unethical Requests",FALSE
"Moral Symbols_ A Necklace of Garlic against Unethical Requests",FALSE
"My Family Made Me Do It_ A Cross-Domain, Self-Regulatory Perspective on Antecedents to Abusive Supervision",FALSE
"My Family Made Me Do It_ A Cross-Domain, Self-Regulatory Perspective on Antecedents to Abusive Supervision",FALSE
"My Family Made Me Do It_ A Cross-Domain, Self-Regulatory Perspective on Antecedents to Abusive Supervision",FALSE
"My Family Made Me Do It_ A Cross-Domain, Self-Regulatory Perspective on Antecedents to Abusive Supervision",TRUE
"My Family Made Me Do It_ A Cross-Domain, Self-Regulatory Perspective on Antecedents to Abusive Supervision",TRUE
"Negotiating the Challenges of a Calling_ Emotion and Enacted Sensemaking in Animal Shelter Work",FALSE
"Negotiating the Challenges of a Calling_ Emotion and Enacted Sensemaking in Animal Shelter Work",FALSE
"Negotiating the Challenges of a Calling_ Emotion and Enacted Sensemaking in Animal Shelter Work",FALSE
"Negotiating the Challenges of a Calling_ Emotion and Enacted Sensemaking in Animal Shelter Work",FALSE
"No Employee an Island_ Workplace Loneliness and Job Performance _ Academy of Management Journal",FALSE
"Normalizing Dirty Work_ Managerial Tactics For Countering Occupational Taint",TRUE
"Nothing Succeeds Like Moderation_ A Social Self-Regulation Perspective on Cultural Dissimilarity and Performance",FALSE
"Nothing Succeeds Like Moderation_ A Social Self-Regulation Perspective on Cultural Dissimilarity and Performance",FALSE
"Nothing Succeeds Like Moderation_ A Social Self-Regulation Perspective on Cultural Dissimilarity and Performance",FALSE
"Nothing Succeeds Like Moderation_ A Social Self-Regulation Perspective on Cultural Dissimilarity and Performance",FALSE
"Nothing Succeeds Like Moderation_ A Social Self-Regulation Perspective on Cultural Dissimilarity and Performance",FALSE
"Nothing Succeeds Like Moderation_ A Social Self-Regulation Perspective on Cultural Dissimilarity and Performance",FALSE
"Pacification or Aggravation_ The Effects of Talking about Supervisor Unfairness _ Academy of Management Journal",FALSE
"Pacification or Aggravation_ The Effects of Talking about Supervisor Unfairness _ Academy of Management Journal",FALSE
"Pacification or Aggravation_ The Effects of Talking about Supervisor Unfairness _ Academy of Management Journal",FALSE
"Pacification or Aggravation_ The Effects of Talking about Supervisor Unfairness _ Academy of Management Journal",FALSE
"Power, Moral Clarity, and Punishment in the Workplace",FALSE
"Putting Creativity to Work_ The Implementation of Creative Ideas in Organizations",FALSE
"Quitting When the Going Gets Tough_ A Downside of High Performance Expectations _ Academy of Management Journal",FALSE
"Quitting When the Going Gets Tough_ A Downside of High Performance Expectations _ Academy of Management Journal",FALSE
"Quitting When the Going Gets Tough_ A Downside of High Performance Expectations _ Academy of Management Journal",FALSE
"Quitting When the Going Gets Tough_ A Downside of High Performance Expectations _ Academy of Management Journal",TRUE
"Quitting When the Going Gets Tough_ A Downside of High Performance Expectations _ Academy of Management Journal",FALSE
"Quitting When the Going Gets Tough_ A Downside of High Performance Expectations _ Academy of Management Journal",FALSE
"Quitting When the Going Gets Tough_ A Downside of High Performance Expectations _ Academy of Management Journal",FALSE
"Quitting When the Going Gets Tough_ A Downside of High Performance Expectations _ Academy of Management Journal",FALSE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",FALSE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",FALSE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",FALSE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",FALSE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",FALSE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",TRUE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",FALSE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",FALSE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",FALSE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",FALSE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",TRUE
"Reframing the Decision-Makers’ Dilemma_ Towards a Social Context Model of Creative Idea Recognition",TRUE
"Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams",FALSE
"Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams",FALSE
"Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams",FALSE
"Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams",FALSE
"Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams",FALSE
"Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams",FALSE
"Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams",FALSE
"Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams",FALSE
"Sanctioning in the Wild_ Rational Calculus and Retributive Instincts in Gourmet Cuisine",TRUE
"Sanctioning in the Wild_ Rational Calculus and Retributive Instincts in Gourmet Cuisine",TRUE
"Searing Sentiment Or Cold Calculation_ The Effects Of Leader Emotional Displays On Team Performance Depend On Follower Epistemic Motivation",FALSE
"Searing Sentiment Or Cold Calculation_ The Effects Of Leader Emotional Displays On Team Performance Depend On Follower Epistemic Motivation",FALSE
"Seeing the Forest for the Trees_ Exploratory Learning, Mobile Technology, and Knowledge Workers’ Role Integration Behaviors",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",TRUE
"Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations",FALSE
"Servant Leadership and Serving Culture_ Influence on Individual and Unit Performance",FALSE
"Servant Leadership and Serving Culture_ Influence on Individual and Unit Performance",FALSE
"Servant Leadership and Serving Culture_ Influence on Individual and Unit Performance",FALSE
"Servant Leadership and Serving Culture_ Influence on Individual and Unit Performance",FALSE
"Servant Leadership and Serving Culture_ Influence on Individual and Unit Performance",FALSE
"Servant Leadership and Serving Culture_ Influence on Individual and Unit Performance",FALSE
"Servant Leadership and Serving Culture_ Influence on Individual and Unit Performance",FALSE
"Shady Characters_ The Implications of Illicit Organizational Roles for Resilient Team Performance",FALSE
"Shared Team Experiences and Team Effectiveness_ Unpacking the Contingent Effects of Entrained Rhythms and Task Characteristics _ Academy of Management Journal",FALSE
"Shared Team Experiences and Team Effectiveness_ Unpacking the Contingent Effects of Entrained Rhythms and Task Characteristics _ Academy of Management Journal",FALSE
"Shared Team Experiences and Team Effectiveness_ Unpacking the Contingent Effects of Entrained Rhythms and Task Characteristics _ Academy of Management Journal",FALSE
"Shared Team Experiences and Team Effectiveness_ Unpacking the Contingent Effects of Entrained Rhythms and Task Characteristics _ Academy of Management Journal",FALSE
"Something in Common_ Competitive Dissimilarity and Performance of Rivals with Common Shareholders _ Academy of Management Journal",FALSE
"Status and Corporate Illegality_ Illegal Loan Recovery Practices of Commercial Banks in India",TRUE
"Status Matters_ The Asymmetric Effects of Supervisor–Subordinate Disability Incongruence and Climate for Inclusion",FALSE
"Stories about Values and Valuable Stories_ A Field Experiment of the Power of Narratives to Shape Newcomers’ Actions",FALSE
"Stories about Values and Valuable Stories_ A Field Experiment of the Power of Narratives to Shape Newcomers’ Actions",FALSE
"Stories about Values and Valuable Stories_ A Field Experiment of the Power of Narratives to Shape Newcomers’ Actions",FALSE
"Team Diversity and Information Use _ Academy of Management Journal",FALSE
